serial No,Korean,Math,English,Social Studies,Science,University,Tutoring Period,University_rank,chance of admit
76,41,59,64,69,65,Hanyang University,2,44,0.6618812686979374
130,82,67,85,98,72,Hanyang University,4,44,0.39
76,60,72,91,98,86,Hanyang University,2,44,0.79
399,70,91,67,96,98,Hanyang University,1,44,0.54
363,48,79,72,53,64,Hanyang University,1,44,0.18323842665477408
434,63,70,69,83,92,Hanyang University,1,44,0.4399999999999999
299,70,56,78,64,77,Hanyang University,2,44,0.3179838686483004
48,80,70,91,61,88,Hanyang University,2,44,0.69
399,70,91,67,96,98,Hanyang University,1,44,0.54
204,56,64,37,64,77,Hanyang University,4,44,0.15594259620692497
120,71,72,51,80,67,Hanyang University,3,44,0.8565410348492775
399,70,91,67,96,98,Hanyang University,1,44,0.54
489,89,66,90,73,81,Hanyang University,2,44,0.69
130,58,56,61,70,43,Hanyang University,4,44,0.017887406873934086
363,76,97,90,68,82,Hanyang University,1,44,0.54
204,55,69,40,68,63,Hanyang University,4,44,0.14352218059118652
495,62,61,82,77,73,Hanyang University,1,44,0.4399999999999999
76,48,43,76,71,69,Hanyang University,2,44,0.3584017184111622
48,51,51,72,50,65,Hanyang University,2,44,0.38331424614339155
337,90,92,98,96,72,Hanyang University,3,44,1.0
363,61,74,78,43,57,Hanyang University,1,44,0.12391961849226385
172,100,66,93,91,98,Hanyang University,1,44,0.54
495,62,61,82,77,73,Hanyang University,1,44,0.4399999999999999
489,89,66,90,73,81,Hanyang University,2,44,0.69
115,47,75,76,53,67,Hanyang University,2,44,0.5246609507794697
299,83,71,95,79,100,Hanyang University,2,44,0.79
100,100,71,96,76,75,Hanyang University,2,44,0.79
35,86,88,93,72,76,Kookmin University,1,25,0.54
202,73,59,78,47,60,Kookmin University,1,25,0.3705522776490996
341,81,76,65,50,53,Kookmin University,3,25,0.8234124039360464
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
357,94,80,94,93,100,Kookmin University,3,25,1.0
193,55,71,57,51,77,Kookmin University,2,25,0.4744128718349969
252,83,56,60,68,41,Kookmin University,2,25,0.37490378356091913
354,45,52,73,67,47,Kookmin University,2,25,0.2501192670385358
373,70,65,69,78,62,Kookmin University,4,25,0.01573099395430022
78,71,43,72,39,38,Kookmin University,4,25,0.021869863933716982
354,64,66,88,94,75,Kookmin University,2,25,0.69
307,89,99,89,66,79,Kookmin University,1,25,0.54
270,81,63,61,88,88,Kookmin University,2,25,0.69
62,84,82,97,93,92,Kookmin University,4,25,0.39
341,95,93,90,79,75,Kookmin University,3,25,1.0
371,52,42,52,62,67,Kookmin University,1,25,0.1754557572676098
357,82,68,83,79,73,Kookmin University,3,25,0.5648513984671404
470,91,74,83,87,78,Kookmin University,4,25,0.39
252,100,66,84,92,69,Kookmin University,2,25,0.79
202,93,81,97,64,80,Kookmin University,1,25,0.54
459,62,61,90,70,92,Kookmin University,4,25,0.2899999999999999
354,64,66,88,94,75,Kookmin University,2,25,0.69
35,86,88,93,72,76,Kookmin University,1,25,0.54
354,64,66,88,94,75,Kookmin University,2,25,0.69
270,81,63,61,88,88,Kookmin University,2,25,0.69
210,74,64,60,78,76,Kookmin University,3,25,0.94
371,66,62,62,88,78,Kookmin University,1,25,0.4399999999999999
354,64,66,88,94,75,Kookmin University,2,25,0.69
307,89,99,89,66,79,Kookmin University,1,25,0.54
270,81,63,61,88,88,Kookmin University,2,25,0.69
62,59,67,73,74,79,Kookmin University,4,25,0.06618381536193607
210,74,64,60,78,76,Kookmin University,3,25,0.94
252,100,66,84,92,69,Kookmin University,2,25,0.79
210,74,64,60,78,76,Kookmin University,3,25,0.94
220,93,71,72,91,88,Kookmin University,2,25,0.79
357,94,80,94,93,100,Kookmin University,3,25,1.0
210,51,44,43,52,64,Kookmin University,3,25,0.6609515387532148
202,93,81,97,64,80,Kookmin University,1,25,0.54
357,71,57,83,69,86,Kookmin University,3,25,0.8631378460258514
459,48,34,78,60,66,Kookmin University,4,25,0.0
62,84,82,97,93,92,Kookmin University,4,25,0.39
470,73,48,56,71,58,Kookmin University,4,25,0.20867682360119041
371,66,62,62,88,78,Kookmin University,1,25,0.4399999999999999
431,79,65,93,91,95,Kookmin University,1,25,0.54
373,69,69,71,80,60,Kookmin University,4,25,0.1413232873044613
459,62,61,90,70,92,Kookmin University,4,25,0.2899999999999999
252,100,66,84,92,69,Kookmin University,2,25,0.79
78,74,38,62,38,42,Kookmin University,4,25,0.0
357,94,80,94,93,100,Kookmin University,3,25,1.0
431,79,65,93,91,95,Kookmin University,1,25,0.54
220,83,47,62,79,63,Kookmin University,2,25,0.45379450049554726
35,65,77,68,61,59,Kookmin University,1,25,0.40624775247853007
341,95,93,90,79,75,Kookmin University,3,25,1.0
431,79,65,93,91,95,Kookmin University,1,25,0.54
459,62,61,90,70,92,Kookmin University,4,25,0.2899999999999999
270,81,63,61,88,88,Kookmin University,2,25,0.69
54,66,79,64,71,68,Kookmin University,4,25,0.10062902410528074
270,81,63,61,88,88,Kookmin University,2,25,0.69
54,56,69,52,80,69,Kookmin University,4,25,0.11630773768185532
202,93,81,97,64,80,Kookmin University,1,25,0.54
459,62,61,90,70,92,Kookmin University,4,25,0.2899999999999999
307,89,99,89,66,79,Kookmin University,1,25,0.54
341,95,93,90,79,75,Kookmin University,3,25,1.0
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
210,52,54,43,61,64,Kookmin University,3,25,0.5239705427817893
54,76,91,81,95,92,Kookmin University,4,25,0.39
354,45,54,69,83,57,Kookmin University,2,25,0.20316988298962468
220,93,71,72,91,88,Kookmin University,2,25,0.79
307,69,80,71,46,67,Kookmin University,1,25,0.06663454544828795
54,76,91,81,95,92,Kookmin University,4,25,0.39
210,74,64,60,78,76,Kookmin University,3,25,0.94
373,82,64,78,81,68,Kookmin University,4,25,0.2860165386019208
459,52,37,62,55,72,Kookmin University,4,25,0.0
354,38,45,71,65,61,Kookmin University,2,25,0.5316977624768386
307,77,75,77,47,57,Kookmin University,1,25,0.254692596583127
371,66,62,62,88,78,Kookmin University,1,25,0.4399999999999999
35,70,78,71,59,47,Kookmin University,1,25,0.286749929881731
354,64,66,88,94,75,Kookmin University,2,25,0.69
357,94,80,94,93,100,Kookmin University,3,25,1.0
354,64,66,88,94,75,Kookmin University,2,25,0.69
270,63,47,51,62,78,Kookmin University,2,25,0.4265071525353822
35,86,88,93,72,76,Kookmin University,1,25,0.54
373,80,78,69,85,61,Kookmin University,4,25,0.30555020956747886
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
193,81,96,74,70,91,Kookmin University,2,25,0.79
54,52,68,52,80,81,Kookmin University,4,25,0.13788796139374299
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
220,93,71,72,91,88,Kookmin University,2,25,0.79
54,63,64,62,69,67,Kookmin University,4,25,0.0
470,64,58,58,58,64,Kookmin University,4,25,0.19325680805970566
459,33,49,74,56,63,Kookmin University,4,25,0.025214330232644078
193,81,96,74,70,91,Kookmin University,2,25,0.79
357,94,80,94,93,100,Kookmin University,3,25,1.0
431,67,36,83,63,79,Kookmin University,1,25,0.3098399511486052
35,76,77,75,49,64,Kookmin University,1,25,0.3218218415886629
210,74,64,60,78,76,Kookmin University,3,25,0.94
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
62,84,82,97,93,92,Kookmin University,4,25,0.39
307,68,76,72,56,61,Kookmin University,1,25,0.2611660395313866
202,93,81,97,64,80,Kookmin University,1,25,0.54
220,79,54,61,64,60,Kookmin University,2,25,0.37594714043301014
193,81,96,74,70,91,Kookmin University,2,25,0.79
307,78,87,70,52,63,Kookmin University,1,25,0.39031511327474566
307,89,99,89,66,79,Kookmin University,1,25,0.54
252,100,66,84,92,69,Kookmin University,2,25,0.79
78,84,47,64,52,50,Kookmin University,4,25,0.0
78,76,43,59,39,34,Kookmin University,4,25,0.0
459,62,61,90,70,92,Kookmin University,4,25,0.2899999999999999
78,66,56,66,38,36,Kookmin University,4,25,0.0
470,64,49,62,73,63,Kookmin University,4,25,0.0
307,89,99,89,66,79,Kookmin University,1,25,0.54
357,68,57,72,69,80,Kookmin University,3,25,0.6832378571191818
220,66,43,57,71,63,Kookmin University,2,25,0.5723116564209072
210,54,36,33,56,47,Kookmin University,3,25,0.6877933363846989
62,61,67,84,67,66,Kookmin University,4,25,0.0121619561711378
307,89,99,89,66,79,Kookmin University,1,25,0.54
371,44,47,50,66,64,Kookmin University,1,25,0.2251864992707137
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
431,79,65,93,91,95,Kookmin University,1,25,0.54
35,86,88,93,72,76,Kookmin University,1,25,0.54
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
202,93,81,97,64,80,Kookmin University,1,25,0.54
35,67,63,77,54,47,Kookmin University,1,25,0.38762105048662926
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
193,81,96,74,70,91,Kookmin University,2,25,0.79
470,72,51,67,66,65,Kookmin University,4,25,0.08672725731270592
220,93,71,72,91,88,Kookmin University,2,25,0.79
270,81,63,61,88,88,Kookmin University,2,25,0.69
78,95,67,88,66,63,Kookmin University,4,25,0.2899999999999999
470,81,61,63,73,53,Kookmin University,4,25,0.11750219862630751
371,66,62,62,88,78,Kookmin University,1,25,0.4399999999999999
307,76,70,60,39,57,Kookmin University,1,25,0.18214041750554122
431,79,65,93,91,95,Kookmin University,1,25,0.54
202,93,81,97,64,80,Kookmin University,1,25,0.54
54,56,75,53,71,72,Kookmin University,4,25,0.0
470,91,74,83,87,78,Kookmin University,4,25,0.39
220,64,53,49,62,66,Kookmin University,2,25,0.30704665907226836
371,66,62,62,88,78,Kookmin University,1,25,0.4399999999999999
193,81,96,74,70,91,Kookmin University,2,25,0.79
54,76,91,81,95,92,Kookmin University,4,25,0.39
54,76,91,81,95,92,Kookmin University,4,25,0.39
373,92,93,95,96,88,Kookmin University,4,25,0.49
371,54,49,37,69,64,Kookmin University,1,25,0.02613228415667118
210,74,64,60,78,76,Kookmin University,3,25,0.94
341,95,93,90,79,75,Kookmin University,3,25,1.0
341,95,93,90,79,75,Kookmin University,3,25,1.0
252,100,66,84,92,69,Kookmin University,2,25,0.79
354,41,41,62,66,48,Kookmin University,2,25,0.5230133403232349
354,47,48,62,68,57,Kookmin University,2,25,0.4956112173884377
210,49,41,46,56,58,Kookmin University,3,25,0.49395915881368513
357,94,80,94,93,100,Kookmin University,3,25,1.0
431,52,45,80,64,85,Kookmin University,1,25,0.11225693478155108
371,48,48,39,63,50,Kookmin University,1,25,0.19904971642713812
459,62,61,90,70,92,Kookmin University,4,25,0.2899999999999999
371,66,62,62,88,78,Kookmin University,1,25,0.4399999999999999
371,66,62,62,88,78,Kookmin University,1,25,0.4399999999999999
373,68,68,70,69,59,Kookmin University,4,25,0.197288107927873
252,100,66,84,92,69,Kookmin University,2,25,0.79
341,95,93,90,79,75,Kookmin University,3,25,1.0
357,94,80,94,93,100,Kookmin University,3,25,1.0
470,91,74,83,87,78,Kookmin University,4,25,0.39
62,84,82,97,93,92,Kookmin University,4,25,0.39
62,84,82,97,93,92,Kookmin University,4,25,0.39
336,32,69,76,76,63,Incheon National University,2,0,0.6712533133498212
5,86,91,76,74,76,Incheon National University,2,0,0.79
188,60,38,78,49,65,Incheon National University,1,0,0.1585153203764098
390,95,96,63,91,66,Incheon National University,4,0,0.39
188,89,61,99,72,90,Incheon National University,1,0,0.54
219,69,53,64,64,62,Incheon National University,3,0,0.8450550723049475
3,60,76,71,83,75,Incheon National University,4,0,0.2899999999999999
417,68,87,68,100,65,Incheon National University,1,0,0.4399999999999999
356,94,67,61,70,71,Incheon National University,2,0,0.69
417,68,87,68,100,65,Incheon National University,1,0,0.4399999999999999
81,73,63,67,89,94,Incheon National University,4,0,0.2899999999999999
417,68,87,68,100,65,Incheon National University,1,0,0.4399999999999999
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
56,65,63,33,76,49,Incheon National University,4,0,0.0
275,47,54,71,46,51,Incheon National University,4,0,0.0
275,69,64,97,69,71,Incheon National University,4,0,0.2899999999999999
5,86,91,76,74,76,Incheon National University,2,0,0.79
188,77,47,74,53,74,Incheon National University,1,0,0.13298515343445338
188,63,40,88,43,75,Incheon National University,1,0,0.04935094732291012
28,56,61,59,71,49,Incheon National University,2,0,0.3619418724083131
336,60,88,94,87,82,Incheon National University,2,0,0.79
275,69,64,97,69,71,Incheon National University,4,0,0.2899999999999999
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
28,76,87,88,86,64,Incheon National University,2,0,0.79
238,61,83,86,99,92,Incheon National University,1,0,0.54
56,89,89,60,96,72,Incheon National University,4,0,0.39
417,54,67,50,89,50,Incheon National University,1,0,0.32982229936321406
219,64,59,65,53,71,Incheon National University,3,0,0.7787088561513394
275,56,50,87,49,55,Incheon National University,4,0,0.11842629380556396
356,79,41,45,58,46,Incheon National University,2,0,0.25441361188096845
5,86,91,76,74,76,Incheon National University,2,0,0.79
390,95,96,63,91,66,Incheon National University,4,0,0.39
275,45,46,82,48,47,Incheon National University,4,0,0.0
5,86,91,76,74,76,Incheon National University,2,0,0.79
390,95,96,63,91,66,Incheon National University,4,0,0.39
212,71,45,69,44,44,Incheon National University,2,0,0.6465221189197289
336,60,88,94,87,82,Incheon National University,2,0,0.79
356,94,67,61,70,71,Incheon National University,2,0,0.69
336,60,88,94,87,82,Incheon National University,2,0,0.79
31,59,74,47,69,43,Incheon National University,4,0,0.10988260631262495
336,60,88,94,87,82,Incheon National University,2,0,0.79
3,45,48,42,62,59,Incheon National University,4,0,0.0
28,76,87,88,86,64,Incheon National University,2,0,0.79
188,89,61,99,72,90,Incheon National University,1,0,0.54
390,95,96,63,91,66,Incheon National University,4,0,0.39
417,68,87,68,100,65,Incheon National University,1,0,0.4399999999999999
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
56,89,89,60,96,72,Incheon National University,4,0,0.39
5,75,68,49,64,65,Incheon National University,2,0,0.368837499313179
275,69,64,97,69,71,Incheon National University,4,0,0.2899999999999999
212,91,71,95,72,72,Incheon National University,2,0,0.79
356,94,67,61,70,71,Incheon National University,2,0,0.69
219,85,74,79,74,88,Incheon National University,3,0,1.0
5,76,81,48,54,61,Incheon National University,2,0,0.5174429038392185
56,89,89,60,96,72,Incheon National University,4,0,0.39
5,86,91,76,74,76,Incheon National University,2,0,0.79
188,89,61,99,72,90,Incheon National University,1,0,0.54
238,39,66,60,71,73,Incheon National University,1,0,0.22439213793920598
188,89,61,99,72,90,Incheon National University,1,0,0.54
56,76,74,47,73,46,Incheon National University,4,0,0.0
56,74,71,41,68,54,Incheon National University,4,0,0.23679076921586356
188,89,61,99,72,90,Incheon National University,1,0,0.54
212,76,43,82,47,44,Incheon National University,2,0,0.2909549570210528
275,40,44,75,54,55,Incheon National University,4,0,0.10595648476756236
390,95,96,63,91,66,Incheon National University,4,0,0.39
275,69,64,97,69,71,Incheon National University,4,0,0.2899999999999999
275,69,64,97,69,71,Incheon National University,4,0,0.2899999999999999
336,47,72,76,61,53,Incheon National University,2,0,0.5001517918242517
28,54,76,73,64,53,Incheon National University,2,0,0.5790678648299538
188,79,41,86,50,79,Incheon National University,1,0,0.10989147403845434
336,60,88,94,87,82,Incheon National University,2,0,0.79
238,61,83,86,99,92,Incheon National University,1,0,0.54
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
3,50,66,43,58,62,Incheon National University,4,0,0.056648295373105895
356,72,44,49,58,59,Incheon National University,2,0,0.2531352226680378
212,91,71,95,72,72,Incheon National University,2,0,0.79
417,45,63,54,71,50,Incheon National University,1,0,0.0
212,91,71,95,72,72,Incheon National University,2,0,0.79
28,76,87,88,86,64,Incheon National University,2,0,0.79
336,60,88,94,87,82,Incheon National University,2,0,0.79
3,60,76,71,83,75,Incheon National University,4,0,0.2899999999999999
219,85,74,79,74,88,Incheon National University,3,0,1.0
188,64,39,86,53,78,Incheon National University,1,0,0.36402990427603815
56,89,89,60,96,72,Incheon National University,4,0,0.39
3,35,57,50,64,65,Incheon National University,4,0,0.0
356,94,67,61,70,71,Incheon National University,2,0,0.69
56,89,89,60,96,72,Incheon National University,4,0,0.39
336,60,88,94,87,82,Incheon National University,2,0,0.79
219,85,74,79,74,88,Incheon National University,3,0,1.0
390,95,96,63,91,66,Incheon National University,4,0,0.39
219,85,74,79,74,88,Incheon National University,3,0,1.0
28,76,87,88,86,64,Incheon National University,2,0,0.79
212,91,71,95,72,72,Incheon National University,2,0,0.79
356,94,67,61,70,71,Incheon National University,2,0,0.69
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
336,40,76,77,61,59,Incheon National University,2,0,0.39604893029639976
28,76,87,88,86,64,Incheon National University,2,0,0.79
417,68,87,68,100,65,Incheon National University,1,0,0.4399999999999999
28,76,87,88,86,64,Incheon National University,2,0,0.79
28,76,87,88,86,64,Incheon National University,2,0,0.79
81,49,34,42,73,71,Incheon National University,4,0,0.052883669961123536
219,85,74,79,74,88,Incheon National University,3,0,1.0
28,76,87,88,86,64,Incheon National University,2,0,0.79
3,60,76,71,83,75,Incheon National University,4,0,0.2899999999999999
188,63,49,88,44,79,Incheon National University,1,0,0.046757825003221565
56,74,75,33,83,52,Incheon National University,4,0,0.09737177533498542
81,73,63,67,89,94,Incheon National University,4,0,0.2899999999999999
81,52,37,47,78,72,Incheon National University,4,0,0.028024701953693054
212,80,50,72,43,62,Incheon National University,2,0,0.6447496571405854
238,61,83,86,99,92,Incheon National University,1,0,0.54
417,68,87,68,100,65,Incheon National University,1,0,0.4399999999999999
28,55,71,77,73,41,Incheon National University,2,0,0.39929841723911796
219,85,74,79,74,88,Incheon National University,3,0,1.0
212,67,60,67,57,59,Incheon National University,2,0,0.3964930530017249
275,50,52,72,41,58,Incheon National University,4,0,0.0
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
31,49,73,38,55,47,Incheon National University,4,0,0.1794904890380275
3,39,55,53,60,55,Incheon National University,4,0,0.0824928395365544
275,51,35,81,48,47,Incheon National University,4,0,0.029294317557183147
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
390,85,86,34,67,50,Incheon National University,4,0,0.18125594802092
56,65,75,42,70,52,Incheon National University,4,0,0.0
275,69,64,97,69,71,Incheon National University,4,0,0.2899999999999999
390,84,84,37,62,48,Incheon National University,4,0,0.016505937494691203
390,95,96,63,91,66,Incheon National University,4,0,0.39
3,60,76,71,83,75,Incheon National University,4,0,0.2899999999999999
212,91,71,95,72,72,Incheon National University,2,0,0.79
81,73,63,67,89,94,Incheon National University,4,0,0.2899999999999999
56,89,89,60,96,72,Incheon National University,4,0,0.39
417,68,87,68,100,65,Incheon National University,1,0,0.4399999999999999
31,75,93,67,79,66,Incheon National University,4,0,0.2899999999999999
5,86,91,76,74,76,Incheon National University,2,0,0.79
56,89,89,60,96,72,Incheon National University,4,0,0.39
390,83,81,43,80,48,Incheon National University,4,0,0.22613737436136236
238,61,83,86,99,92,Incheon National University,1,0,0.54
238,37,64,74,79,63,Incheon National University,1,0,0.21052540431039496
238,33,68,75,85,77,Incheon National University,1,0,0.12464141704932763
56,72,66,45,81,56,Incheon National University,4,0,0.21331802385853696
3,60,76,71,83,75,Incheon National University,4,0,0.2899999999999999
81,52,40,45,70,79,Incheon National University,4,0,0.0
238,61,83,86,99,92,Incheon National University,1,0,0.54
3,46,61,45,54,46,Incheon National University,4,0,0.0
188,73,42,73,49,78,Incheon National University,1,0,0.20202714817135847
81,73,63,67,89,94,Incheon National University,4,0,0.2899999999999999
356,94,67,61,70,71,Incheon National University,2,0,0.69
5,86,91,76,74,76,Incheon National University,2,0,0.79
238,61,83,86,99,92,Incheon National University,1,0,0.54
5,86,91,76,74,76,Incheon National University,2,0,0.79
31,50,64,48,57,41,Incheon National University,4,0,0.0
275,69,64,97,69,71,Incheon National University,4,0,0.2899999999999999
336,60,88,94,87,82,Incheon National University,2,0,0.79
238,61,83,86,99,92,Incheon National University,1,0,0.54
188,89,61,99,72,90,Incheon National University,1,0,0.54
212,91,71,95,72,72,Incheon National University,2,0,0.79
3,60,76,71,83,75,Incheon National University,4,0,0.2899999999999999
238,61,83,86,99,92,Incheon National University,1,0,0.54
5,70,74,64,51,66,Incheon National University,2,0,0.5151554713979077
336,60,88,94,87,82,Incheon National University,2,0,0.79
356,94,67,61,70,71,Incheon National University,2,0,0.69
188,89,61,99,72,90,Incheon National University,1,0,0.54
390,95,96,63,91,66,Incheon National University,4,0,0.39
81,73,63,67,89,94,Incheon National University,4,0,0.2899999999999999
188,89,61,99,72,90,Incheon National University,1,0,0.54
166,72,99,95,87,87,Korea University,1,49,0.54
154,88,97,79,75,80,Korea University,4,49,0.39
169,67,69,85,57,49,Korea University,4,49,0.0
169,94,84,99,84,77,Korea University,4,49,0.39
108,73,55,77,57,79,Korea University,1,49,0.09275846386544284
181,47,44,46,49,79,Korea University,3,49,0.5193056153750514
486,80,66,86,72,72,Korea University,4,49,0.2899999999999999
369,68,64,80,84,86,Korea University,2,49,0.69
486,80,66,86,72,72,Korea University,4,49,0.2899999999999999
169,94,84,99,84,77,Korea University,4,49,0.39
154,74,85,52,59,54,Korea University,4,49,0.2467524060119268
