serial No,Korean,Math,English,Inquiry 1,Inquiry 2,University,Tutoring Period,University_rank,chance of admit
76,1,8,6,7,3,Hanyang University,2,44,0.6618812686979374
130,7,5,1,2,8,Hanyang University,4,44,0.39
76,7,1,6,5,2,Hanyang University,2,44,0.79
399,4,5,3,2,1,Hanyang University,1,44,0.54
363,4,8,4,4,7,Hanyang University,1,44,0.183238426654774
434,8,4,3,8,1,Hanyang University,1,44,0.4399999999999999
299,2,2,9,1,4,Hanyang University,2,44,0.3179838686483004
48,9,5,6,8,6,Hanyang University,2,44,0.69
399,8,2,1,4,8,Hanyang University,1,44,0.54
204,3,2,6,4,1,Hanyang University,4,44,0.1559425962069249
120,5,3,2,2,5,Hanyang University,3,44,0.8565410348492775
399,7,9,2,7,5,Hanyang University,1,44,0.54
489,8,8,6,9,8,Hanyang University,2,44,0.69
130,2,5,4,7,6,Hanyang University,4,44,0.017887406873934
363,9,5,3,5,4,Hanyang University,1,44,0.54
204,6,1,7,7,4,Hanyang University,4,44,0.1435221805911865
495,2,5,1,6,6,Hanyang University,1,44,0.4399999999999999
76,4,2,8,5,3,Hanyang University,2,44,0.3584017184111622
48,1,6,9,8,5,Hanyang University,2,44,0.3833142461433915
337,9,2,2,4,1,Hanyang University,3,44,1.0
363,5,9,1,1,6,Hanyang University,1,44,0.1239196184922638
172,9,9,8,3,2,Hanyang University,1,44,0.54
495,2,5,2,4,5,Hanyang University,1,44,0.4399999999999999
489,1,6,7,7,2,Hanyang University,2,44,0.69
115,4,5,8,8,3,Hanyang University,2,44,0.5246609507794697
299,4,3,4,8,7,Hanyang University,2,44,0.79
100,6,3,9,4,5,Hanyang University,2,44,0.79
35,2,1,6,9,3,Kookmin University,1,25,0.54
202,5,5,1,8,9,Kookmin University,1,25,0.3705522776490996
341,2,7,8,8,4,Kookmin University,3,25,0.8234124039360464
78,6,3,2,3,8,Kookmin University,4,25,0.2899999999999999
357,1,5,6,4,1,Kookmin University,3,25,1.0
193,7,5,3,2,7,Kookmin University,2,25,0.4744128718349969
252,4,7,9,6,6,Kookmin University,2,25,0.3749037835609191
354,8,1,1,9,3,Kookmin University,2,25,0.2501192670385358
373,5,2,8,8,6,Kookmin University,4,25,0.0157309939543002
78,1,9,8,5,5,Kookmin University,4,25,0.0218698639337169
354,6,3,6,1,9,Kookmin University,2,25,0.69
307,5,3,2,7,4,Kookmin University,1,25,0.54
270,4,3,9,6,5,Kookmin University,2,25,0.69
62,5,9,2,2,6,Kookmin University,4,25,0.39
341,8,2,1,7,5,Kookmin University,3,25,1.0
371,1,4,6,2,5,Kookmin University,1,25,0.1754557572676098
357,7,7,6,3,4,Kookmin University,3,25,0.5648513984671404
470,3,9,5,3,2,Kookmin University,4,25,0.39
252,7,9,6,4,8,Kookmin University,2,25,0.79
202,9,3,1,6,9,Kookmin University,1,25,0.54
459,2,5,1,4,9,Kookmin University,4,25,0.2899999999999999
354,1,9,9,8,2,Kookmin University,2,25,0.69
35,2,3,9,1,2,Kookmin University,1,25,0.54
354,7,3,8,9,8,Kookmin University,2,25,0.69
270,1,3,5,8,9,Kookmin University,2,25,0.69
210,7,9,1,9,2,Kookmin University,3,25,0.94
371,8,3,3,4,6,Kookmin University,1,25,0.4399999999999999
354,4,6,5,4,7,Kookmin University,2,25,0.69
307,6,5,1,2,7,Kookmin University,1,25,0.54
270,2,6,2,9,1,Kookmin University,2,25,0.69
62,1,6,1,2,7,Kookmin University,4,25,0.066183815361936
210,8,8,7,7,5,Kookmin University,3,25,0.94
252,1,5,4,5,7,Kookmin University,2,25,0.79
210,7,2,8,7,8,Kookmin University,3,25,0.94
220,3,1,3,7,9,Kookmin University,2,25,0.79
357,6,5,5,6,3,Kookmin University,3,25,1.0
210,9,8,2,5,9,Kookmin University,3,25,0.6609515387532148
202,2,2,4,8,8,Kookmin University,1,25,0.54
357,1,5,3,4,7,Kookmin University,3,25,0.8631378460258514
459,8,7,6,8,4,Kookmin University,4,25,0.0
62,1,4,6,5,5,Kookmin University,4,25,0.39
470,9,1,5,1,7,Kookmin University,4,25,0.2086768236011904
371,4,1,2,1,6,Kookmin University,1,25,0.4399999999999999
431,1,1,3,2,8,Kookmin University,1,25,0.54
373,3,7,1,1,7,Kookmin University,4,25,0.1413232873044613
459,2,7,1,3,7,Kookmin University,4,25,0.2899999999999999
252,4,1,7,5,3,Kookmin University,2,25,0.79
78,3,6,2,8,8,Kookmin University,4,25,0.0
357,4,3,6,8,2,Kookmin University,3,25,1.0
431,3,2,3,5,7,Kookmin University,1,25,0.54
220,5,6,8,2,5,Kookmin University,2,25,0.4537945004955472
35,3,7,3,1,8,Kookmin University,1,25,0.40624775247853
341,1,8,8,4,1,Kookmin University,3,25,1.0
431,8,4,4,7,8,Kookmin University,1,25,0.54
459,8,8,6,3,4,Kookmin University,4,25,0.2899999999999999
270,2,1,4,4,3,Kookmin University,2,25,0.69
54,7,7,2,3,9,Kookmin University,4,25,0.1006290241052807
270,6,2,7,4,2,Kookmin University,2,25,0.69
54,5,1,5,6,2,Kookmin University,4,25,0.1163077376818553
202,7,6,8,1,4,Kookmin University,1,25,0.54
459,9,2,9,4,4,Kookmin University,4,25,0.2899999999999999
307,9,6,9,2,1,Kookmin University,1,25,0.54
341,5,6,4,7,3,Kookmin University,3,25,1.0
78,9,9,7,9,6,Kookmin University,4,25,0.2899999999999999
210,4,6,6,3,1,Kookmin University,3,25,0.5239705427817893
54,1,5,7,5,9,Kookmin University,4,25,0.39
354,3,7,6,4,3,Kookmin University,2,25,0.2031698829896246
220,6,6,2,3,9,Kookmin University,2,25,0.79
307,1,8,7,2,4,Kookmin University,1,25,0.0666345454482879
54,2,6,9,8,8,Kookmin University,4,25,0.39
210,2,7,7,7,6,Kookmin University,3,25,0.94
373,2,7,9,1,7,Kookmin University,4,25,0.2860165386019208
459,3,9,6,2,6,Kookmin University,4,25,0.0
354,3,8,3,3,3,Kookmin University,2,25,0.5316977624768386
307,4,2,2,2,2,Kookmin University,1,25,0.254692596583127
371,9,8,3,2,3,Kookmin University,1,25,0.4399999999999999
35,2,3,8,5,2,Kookmin University,1,25,0.286749929881731
354,3,7,4,5,8,Kookmin University,2,25,0.69
357,4,1,9,8,7,Kookmin University,3,25,1.0
354,3,5,6,9,9,Kookmin University,2,25,0.69
270,7,3,1,2,1,Kookmin University,2,25,0.4265071525353822
35,7,8,3,6,4,Kookmin University,1,25,0.54
373,1,8,4,8,5,Kookmin University,4,25,0.3055502095674788
78,8,7,9,8,5,Kookmin University,4,25,0.2899999999999999
193,3,4,3,8,1,Kookmin University,2,25,0.79
54,1,3,4,4,1,Kookmin University,4,25,0.1378879613937429
78,5,2,1,3,5,Kookmin University,4,25,0.2899999999999999
220,5,6,7,1,5,Kookmin University,2,25,0.79
54,7,7,7,7,4,Kookmin University,4,25,0.0
470,1,9,7,5,4,Kookmin University,4,25,0.1932568080597056
459,6,3,8,5,8,Kookmin University,4,25,0.025214330232644
193,7,6,5,4,8,Kookmin University,2,25,0.79
357,1,9,9,7,2,Kookmin University,3,25,1.0
431,4,4,6,9,8,Kookmin University,1,25,0.3098399511486052
35,2,5,8,4,3,Kookmin University,1,25,0.3218218415886629
210,2,9,1,4,1,Kookmin University,3,25,0.94
78,3,2,1,1,9,Kookmin University,4,25,0.2899999999999999
62,6,2,3,5,9,Kookmin University,4,25,0.39
307,2,9,5,1,3,Kookmin University,1,25,0.2611660395313866
202,4,1,4,9,5,Kookmin University,1,25,0.54
220,9,4,8,5,8,Kookmin University,2,25,0.3759471404330101
193,5,5,6,8,4,Kookmin University,2,25,0.79
307,6,3,1,4,3,Kookmin University,1,25,0.3903151132747456
307,5,9,2,7,8,Kookmin University,1,25,0.54
252,4,4,7,4,4,Kookmin University,2,25,0.79
78,8,2,3,3,4,Kookmin University,4,25,0.0
78,2,6,4,6,4,Kookmin University,4,25,0.0
459,5,6,8,2,9,Kookmin University,4,25,0.2899999999999999
78,9,4,2,3,1,Kookmin University,4,25,0.0
470,3,5,1,6,9,Kookmin University,4,25,0.0
307,2,3,2,7,8,Kookmin University,1,25,0.54
357,6,3,4,1,2,Kookmin University,3,25,0.6832378571191818
220,8,8,9,2,4,Kookmin University,2,25,0.5723116564209072
210,2,5,4,1,5,Kookmin University,3,25,0.6877933363846989
62,9,4,4,2,3,Kookmin University,4,25,0.0121619561711378
307,7,2,1,4,7,Kookmin University,1,25,0.54
371,5,5,5,5,5,Kookmin University,1,25,0.2251864992707137
78,2,8,7,3,5,Kookmin University,4,25,0.2899999999999999
431,3,7,7,5,5,Kookmin University,1,25,0.54
35,9,2,9,1,2,Kookmin University,1,25,0.54
78,4,8,6,3,7,Kookmin University,4,25,0.2899999999999999
202,6,6,7,7,9,Kookmin University,1,25,0.54
35,5,2,8,1,9,Kookmin University,1,25,0.3876210504866292
78,9,4,9,4,2,Kookmin University,4,25,0.2899999999999999
193,9,7,6,5,3,Kookmin University,2,25,0.79
470,3,8,2,3,7,Kookmin University,4,25,0.0867272573127059
220,6,7,8,2,5,Kookmin University,2,25,0.79
270,9,7,9,7,5,Kookmin University,2,25,0.69
78,3,2,2,5,5,Kookmin University,4,25,0.2899999999999999
470,9,3,5,7,6,Kookmin University,4,25,0.1175021986263075
371,1,4,1,4,2,Kookmin University,1,25,0.4399999999999999
307,5,5,7,7,7,Kookmin University,1,25,0.1821404175055412
431,8,1,9,4,2,Kookmin University,1,25,0.54
202,8,7,4,6,1,Kookmin University,1,25,0.54
54,1,5,9,6,2,Kookmin University,4,25,0.0
470,5,4,6,9,2,Kookmin University,4,25,0.39
220,3,2,5,2,9,Kookmin University,2,25,0.3070466590722683
371,1,6,7,3,9,Kookmin University,1,25,0.4399999999999999
193,3,1,3,4,7,Kookmin University,2,25,0.79
54,1,6,6,9,1,Kookmin University,4,25,0.39
54,7,6,5,6,1,Kookmin University,4,25,0.39
373,4,4,4,2,1,Kookmin University,4,25,0.49
371,7,6,4,1,1,Kookmin University,1,25,0.0261322841566711
210,6,7,9,9,7,Kookmin University,3,25,0.94
341,4,9,8,8,1,Kookmin University,3,25,1.0
341,3,5,4,5,4,Kookmin University,3,25,1.0
252,3,5,4,7,4,Kookmin University,2,25,0.79
354,8,4,3,7,3,Kookmin University,2,25,0.5230133403232349
354,6,4,5,6,2,Kookmin University,2,25,0.4956112173884377
210,1,5,3,9,3,Kookmin University,3,25,0.4939591588136851
357,7,1,4,3,2,Kookmin University,3,25,1.0
431,2,6,3,8,2,Kookmin University,1,25,0.112256934781551
371,9,3,6,6,3,Kookmin University,1,25,0.1990497164271381
459,5,4,8,8,5,Kookmin University,4,25,0.2899999999999999
371,3,4,2,9,3,Kookmin University,1,25,0.4399999999999999
371,6,2,8,2,2,Kookmin University,1,25,0.4399999999999999
373,8,9,9,1,6,Kookmin University,4,25,0.197288107927873
252,5,8,1,3,1,Kookmin University,2,25,0.79
341,8,8,6,2,8,Kookmin University,3,25,1.0
357,4,1,1,7,9,Kookmin University,3,25,1.0
470,1,9,1,6,2,Kookmin University,4,25,0.39
62,9,4,6,4,3,Kookmin University,4,25,0.39
62,6,1,4,8,9,Kookmin University,4,25,0.39
336,3,4,5,5,5,Incheon National University,2,0,0.6712533133498212
5,4,6,8,4,1,Incheon National University,2,0,0.79
188,2,2,2,7,2,Incheon National University,1,0,0.1585153203764098
390,3,8,5,6,1,Incheon National University,4,0,0.39
188,9,8,4,4,6,Incheon National University,1,0,0.54
219,2,8,3,9,3,Incheon National University,3,0,0.8450550723049475
3,6,2,3,9,6,Incheon National University,4,0,0.2899999999999999
417,1,4,9,3,3,Incheon National University,1,0,0.4399999999999999
356,9,4,7,8,5,Incheon National University,2,0,0.69
417,2,9,4,7,1,Incheon National University,1,0,0.4399999999999999
81,5,8,9,8,8,Incheon National University,4,0,0.2899999999999999
417,2,1,7,8,8,Incheon National University,1,0,0.4399999999999999
31,3,7,6,7,5,Incheon National University,4,0,0.2899999999999999
56,1,7,5,3,6,Incheon National University,4,0,0.0
275,8,3,1,9,1,Incheon National University,4,0,0.0
275,5,5,7,9,9,Incheon National University,4,0,0.2899999999999999
5,1,9,1,6,4,Incheon National University,2,0,0.79
188,5,4,3,1,1,Incheon National University,1,0,0.1329851534344533
188,8,4,1,1,5,Incheon National University,1,0,0.0493509473229101
28,1,4,4,5,9,Incheon National University,2,0,0.3619418724083131
336,2,3,5,3,3,Incheon National University,2,0,0.79
275,5,7,4,1,7,Incheon National University,4,0,0.2899999999999999
31,4,6,7,4,9,Incheon National University,4,0,0.2899999999999999
28,4,4,8,8,4,Incheon National University,2,0,0.79
238,4,2,7,5,3,Incheon National University,1,0,0.54
56,1,5,1,8,6,Incheon National University,4,0,0.39
417,1,5,5,7,3,Incheon National University,1,0,0.329822299363214
219,3,7,9,1,8,Incheon National University,3,0,0.7787088561513394
275,8,1,5,1,1,Incheon National University,4,0,0.1184262938055639
356,9,6,9,9,4,Incheon National University,2,0,0.2544136118809684
5,4,9,2,5,2,Incheon National University,2,0,0.79
390,8,6,5,2,3,Incheon National University,4,0,0.39
275,9,6,6,8,5,Incheon National University,4,0,0.0
5,1,7,3,9,6,Incheon National University,2,0,0.79
390,7,8,6,3,9,Incheon National University,4,0,0.39
212,6,4,5,9,1,Incheon National University,2,0,0.6465221189197289
336,4,5,3,7,4,Incheon National University,2,0,0.79
356,4,8,4,8,1,Incheon National University,2,0,0.69
336,6,7,2,7,3,Incheon National University,2,0,0.79
31,5,4,9,1,9,Incheon National University,4,0,0.1098826063126249
336,1,6,1,7,6,Incheon National University,2,0,0.79
3,6,3,7,9,3,Incheon National University,4,0,0.0
28,1,5,7,4,4,Incheon National University,2,0,0.79
188,4,3,3,7,4,Incheon National University,1,0,0.54
390,1,8,9,1,7,Incheon National University,4,0,0.39
417,6,9,7,4,1,Incheon National University,1,0,0.4399999999999999
31,1,1,6,7,7,Incheon National University,4,0,0.2899999999999999
56,5,1,3,6,2,Incheon National University,4,0,0.39
5,7,6,7,9,9,Incheon National University,2,0,0.368837499313179
275,9,4,4,6,4,Incheon National University,4,0,0.2899999999999999
212,4,6,9,5,5,Incheon National University,2,0,0.79
356,5,1,7,8,9,Incheon National University,2,0,0.69
219,4,4,6,2,4,Incheon National University,3,0,1.0
5,4,6,9,5,4,Incheon National University,2,0,0.5174429038392185
56,8,4,7,6,9,Incheon National University,4,0,0.39
5,7,9,2,4,7,Incheon National University,2,0,0.79
188,7,5,8,7,2,Incheon National University,1,0,0.54
238,1,3,6,4,3,Incheon National University,1,0,0.2243921379392059
188,1,2,5,8,5,Incheon National University,1,0,0.54
56,8,7,8,4,6,Incheon National University,4,0,0.0
56,6,2,7,6,2,Incheon National University,4,0,0.2367907692158635
188,2,8,9,7,8,Incheon National University,1,0,0.54
212,7,7,9,2,4,Incheon National University,2,0,0.2909549570210528
275,7,1,7,9,9,Incheon National University,4,0,0.1059564847675623
390,2,1,3,6,4,Incheon National University,4,0,0.39
275,6,5,9,2,1,Incheon National University,4,0,0.2899999999999999
275,5,2,4,8,1,Incheon National University,4,0,0.2899999999999999
336,2,3,5,4,9,Incheon National University,2,0,0.5001517918242517
28,1,8,6,2,8,Incheon National University,2,0,0.5790678648299538
188,3,5,9,8,7,Incheon National University,1,0,0.1098914740384543
336,2,1,4,8,8,Incheon National University,2,0,0.79
238,5,2,3,5,2,Incheon National University,1,0,0.54
31,9,4,9,5,2,Incheon National University,4,0,0.2899999999999999
3,1,9,8,2,1,Incheon National University,4,0,0.0566482953731058
356,2,6,3,2,5,Incheon National University,2,0,0.2531352226680378
212,8,9,6,9,5,Incheon National University,2,0,0.79
417,1,3,3,6,5,Incheon National University,1,0,0.0
212,2,5,7,5,6,Incheon National University,2,0,0.79
28,6,9,3,6,3,Incheon National University,2,0,0.79
336,1,5,1,9,7,Incheon National University,2,0,0.79
3,7,6,8,8,2,Incheon National University,4,0,0.2899999999999999
219,5,6,1,4,8,Incheon National University,3,0,1.0
188,7,7,8,4,8,Incheon National University,1,0,0.3640299042760381
56,5,5,6,6,1,Incheon National University,4,0,0.39
3,3,8,2,5,1,Incheon National University,4,0,0.0
356,3,3,2,5,6,Incheon National University,2,0,0.69
56,2,6,2,3,8,Incheon National University,4,0,0.39
336,8,9,6,4,2,Incheon National University,2,0,0.79
219,1,5,4,9,1,Incheon National University,3,0,1.0
390,5,5,8,7,8,Incheon National University,4,0,0.39
219,8,8,3,1,2,Incheon National University,3,0,1.0
28,6,6,8,5,9,Incheon National University,2,0,0.79
212,1,4,5,2,2,Incheon National University,2,0,0.79
356,4,1,6,8,6,Incheon National University,2,0,0.69
31,2,3,7,6,7,Incheon National University,4,0,0.2899999999999999
336,1,4,2,7,4,Incheon National University,2,0,0.3960489302963997
28,7,2,8,2,4,Incheon National University,2,0,0.79
417,9,2,7,7,7,Incheon National University,1,0,0.4399999999999999
28,4,9,1,1,2,Incheon National University,2,0,0.79
28,7,6,7,7,7,Incheon National University,2,0,0.79
81,5,2,5,5,7,Incheon National University,4,0,0.0528836699611235
219,9,4,4,2,9,Incheon National University,3,0,1.0
28,2,6,7,2,5,Incheon National University,2,0,0.79
3,2,5,3,4,1,Incheon National University,4,0,0.2899999999999999
188,3,7,7,2,3,Incheon National University,1,0,0.0467578250032215
56,6,8,7,6,9,Incheon National University,4,0,0.0973717753349854
81,9,5,3,8,1,Incheon National University,4,0,0.2899999999999999
81,1,6,4,4,6,Incheon National University,4,0,0.028024701953693
212,1,4,6,9,4,Incheon National University,2,0,0.6447496571405854
238,3,9,6,6,9,Incheon National University,1,0,0.54
417,9,4,3,2,8,Incheon National University,1,0,0.4399999999999999
28,1,9,8,1,1,Incheon National University,2,0,0.3992984172391179
219,9,1,1,4,8,Incheon National University,3,0,1.0
212,8,2,9,5,9,Incheon National University,2,0,0.3964930530017249
275,7,8,2,2,5,Incheon National University,4,0,0.0
31,4,4,6,6,3,Incheon National University,4,0,0.2899999999999999
31,1,1,8,5,9,Incheon National University,4,0,0.1794904890380275
3,7,5,6,9,1,Incheon National University,4,0,0.0824928395365544
275,9,6,2,5,7,Incheon National University,4,0,0.0292943175571831
31,2,6,4,6,5,Incheon National University,4,0,0.2899999999999999
390,7,1,5,5,2,Incheon National University,4,0,0.18125594802092
56,6,3,4,4,6,Incheon National University,4,0,0.0
275,4,1,1,2,6,Incheon National University,4,0,0.2899999999999999
390,1,5,8,8,5,Incheon National University,4,0,0.0165059374946912
390,7,4,2,1,2,Incheon National University,4,0,0.39
3,7,7,9,2,1,Incheon National University,4,0,0.2899999999999999
212,8,8,5,2,1,Incheon National University,2,0,0.79
81,3,3,9,8,6,Incheon National University,4,0,0.2899999999999999
56,9,3,6,9,2,Incheon National University,4,0,0.39
417,1,5,8,6,7,Incheon National University,1,0,0.4399999999999999
31,1,9,9,1,1,Incheon National University,4,0,0.2899999999999999
5,4,6,3,7,7,Incheon National University,2,0,0.79
56,6,4,6,4,8,Incheon National University,4,0,0.39
390,8,3,9,2,4,Incheon National University,4,0,0.2261373743613623
238,8,2,1,1,8,Incheon National University,1,0,0.54
238,8,6,5,8,8,Incheon National University,1,0,0.2105254043103949
238,7,6,4,8,5,Incheon National University,1,0,0.1246414170493276
56,4,2,3,5,2,Incheon National University,4,0,0.2133180238585369
3,1,2,9,6,8,Incheon National University,4,0,0.2899999999999999
81,8,9,7,1,1,Incheon National University,4,0,0.0
238,6,2,9,3,7,Incheon National University,1,0,0.54
3,5,7,3,3,3,Incheon National University,4,0,0.0
188,3,2,2,6,3,Incheon National University,1,0,0.2020271481713584
81,8,1,1,5,7,Incheon National University,4,0,0.2899999999999999
356,2,2,7,2,3,Incheon National University,2,0,0.69
5,5,3,1,7,9,Incheon National University,2,0,0.79
238,6,8,6,7,7,Incheon National University,1,0,0.54
5,3,8,7,4,7,Incheon National University,2,0,0.79
31,6,9,6,1,8,Incheon National University,4,0,0.0
275,4,5,1,6,4,Incheon National University,4,0,0.2899999999999999
336,5,3,4,2,7,Incheon National University,2,0,0.79
238,3,2,2,4,9,Incheon National University,1,0,0.54
188,7,2,4,6,4,Incheon National University,1,0,0.54
212,6,9,4,9,6,Incheon National University,2,0,0.79
3,2,4,2,2,8,Incheon National University,4,0,0.2899999999999999
238,6,8,9,7,8,Incheon National University,1,0,0.54
5,9,8,6,6,4,Incheon National University,2,0,0.5151554713979077
336,6,1,5,4,7,Incheon National University,2,0,0.79
356,3,6,9,8,6,Incheon National University,2,0,0.69
188,7,7,8,9,3,Incheon National University,1,0,0.54
390,9,2,6,2,3,Incheon National University,4,0,0.39
81,8,9,1,7,7,Incheon National University,4,0,0.2899999999999999
188,3,3,9,8,5,Incheon National University,1,0,0.54
166,5,6,2,1,3,Korea University,1,49,0.54
154,5,9,5,7,8,Korea University,4,49,0.39
169,2,6,9,8,7,Korea University,4,49,0.0
169,1,5,8,6,4,Korea University,4,49,0.39
108,7,1,8,9,5,Korea University,1,49,0.0927584638654428
181,6,6,9,7,1,Korea University,3,49,0.5193056153750514
486,3,4,4,2,6,Korea University,4,49,0.2899999999999999
369,2,6,8,8,5,Korea University,2,49,0.69
486,5,6,7,6,6,Korea University,4,49,0.2899999999999999
169,2,4,3,1,2,Korea University,4,49,0.39
154,2,3,5,7,2,Korea University,4,49,0.2467524060119268
293,4,1,5,4,9,Korea University,2,49,0.79
178,2,4,3,2,9,Korea University,2,49,0.79
315,5,8,3,8,3,Korea University,2,49,0.79
391,2,6,4,6,5,Korea University,4,49,0.2899999999999999
181,6,6,8,9,3,Korea University,3,49,0.94
221,7,8,9,5,2,Korea University,1,49,0.54
391,4,1,7,6,1,Korea University,4,49,0.0
315,3,2,7,2,2,Korea University,2,49,0.79
169,3,7,1,3,5,Korea University,4,49,0.0
166,3,6,7,5,2,Korea University,1,49,0.54
178,6,3,1,3,2,Korea University,2,49,0.79
298,4,9,7,2,4,Korea University,4,49,0.39
369,7,4,7,9,8,Korea University,2,49,0.3950251189646728
486,3,2,1,2,1,Korea University,4,49,0.2899999999999999
391,3,9,5,2,2,Korea University,4,49,0.2899999999999999
233,4,6,2,3,8,Korea University,3,49,0.644142408319911
178,8,2,7,2,3,Korea University,2,49,0.56462607037902
108,9,2,9,5,4,Korea University,1,49,0.2088805518327883
293,5,5,6,2,8,Korea University,2,49,0.79
169,7,5,6,6,2,Korea University,4,49,0.39
221,8,8,6,1,4,Korea University,1,49,0.2561999194870312
233,8,4,5,1,5,Korea University,3,49,0.94
315,8,9,3,5,5,Korea University,2,49,0.79
181,6,5,4,9,9,Korea University,3,49,0.4525007284867556
154,7,5,9,3,2,Korea University,4,49,0.39
221,7,7,9,5,4,Korea University,1,49,0.54
298,1,8,3,3,9,Korea University,4,49,0.39
293,9,4,7,3,9,Korea University,2,49,0.79
391,2,1,8,2,6,Korea University,4,49,0.2899999999999999
486,9,2,5,1,1,Korea University,4,49,0.0
169,5,9,5,6,1,Korea University,4,49,0.39
315,9,3,9,5,6,Korea University,2,49,0.79
178,4,1,2,2,5,Korea University,2,49,0.60230356803776
108,7,3,7,6,1,Korea University,1,49,0.1259384277019849
181,5,7,9,7,1,Korea University,3,49,0.714748783902512
233,6,5,6,1,4,Korea University,3,49,0.7844320632160341
181,3,5,4,8,9,Korea University,3,49,0.5200446973721344
315,4,2,8,6,5,Korea University,2,49,0.4136270831195635
154,3,2,1,5,6,Korea University,4,49,0.0
221,3,8,1,5,9,Korea University,1,49,0.54
108,1,3,2,6,4,Korea University,1,49,0.54
166,3,3,8,5,8,Korea University,1,49,0.54
154,4,6,8,1,4,Korea University,4,49,0.0
298,9,4,4,7,1,Korea University,4,49,0.39
181,2,9,8,3,2,Korea University,3,49,0.7289484698905793
330,8,3,2,2,3,Korea University,2,49,0.69
108,9,4,6,6,7,Korea University,1,49,0.54
221,8,6,4,9,2,Korea University,1,49,0.54
233,2,8,3,7,6,Korea University,3,49,0.94
169,2,1,2,2,7,Korea University,4,49,0.39
369,3,7,8,5,7,Korea University,2,49,0.69
391,1,2,4,3,6,Korea University,4,49,0.2899999999999999
108,1,5,4,4,7,Korea University,1,49,0.1701396638242982
221,7,6,8,7,3,Korea University,1,49,0.54
298,7,2,6,6,7,Korea University,4,49,0.39
298,7,3,1,5,3,Korea University,4,49,0.39
330,8,6,6,6,8,Korea University,2,49,0.2799196398754596
293,3,3,7,9,7,Korea University,2,49,0.79
369,2,5,8,7,1,Korea University,2,49,0.69
486,4,1,5,9,7,Korea University,4,49,0.2899999999999999
369,7,8,1,4,6,Korea University,2,49,0.69
221,4,3,2,2,7,Korea University,1,49,0.54
486,4,8,4,1,6,Korea University,4,49,0.2899999999999999
293,9,1,5,8,7,Korea University,2,49,0.79
108,6,9,1,9,9,Korea University,1,49,0.54
108,9,9,8,3,6,Korea University,1,49,0.54
169,7,1,7,3,7,Korea University,4,49,0.0724225285524112
369,8,4,6,6,4,Korea University,2,49,0.69
178,9,7,2,9,5,Korea University,2,49,0.79
154,2,5,2,2,8,Korea University,4,49,0.39
108,3,9,3,4,1,Korea University,1,49,0.54
221,2,8,8,8,5,Korea University,1,49,0.54
330,2,3,5,4,3,Korea University,2,49,0.69
181,3,7,3,9,1,Korea University,3,49,0.94
315,4,4,3,8,6,Korea University,2,49,0.79
293,3,8,4,2,6,Korea University,2,49,0.5650975796964457
181,7,7,4,5,9,Korea University,3,49,0.94
108,1,6,9,6,1,Korea University,1,49,0.54
315,1,6,4,8,5,Korea University,2,49,0.3207836493212734
391,5,8,3,8,2,Korea University,4,49,0.2899999999999999
233,3,4,9,8,8,Korea University,3,49,0.94
221,9,3,9,9,7,Korea University,1,49,0.54
486,1,2,6,7,4,Korea University,4,49,0.0332010121140564
181,4,1,3,2,5,Korea University,3,49,0.94
293,5,3,3,1,7,Korea University,2,49,0.79
391,8,2,4,3,1,Korea University,4,49,0.0
221,3,6,3,9,6,Korea University,1,49,0.54
391,2,9,6,7,7,Korea University,4,49,0.2899999999999999
181,4,6,9,8,2,Korea University,3,49,0.94
166,3,4,7,9,6,Korea University,1,49,0.54
330,4,4,8,1,3,Korea University,2,49,0.2728389806778515
169,3,8,7,8,9,Korea University,4,49,0.2014595488442834
233,3,3,4,5,6,Korea University,3,49,0.94
330,3,9,8,6,9,Korea University,2,49,0.69
181,8,1,2,3,6,Korea University,3,49,0.94
