Name,Gender,Age,Subject,Preferred_time,Location
선생님387,남자,29,영어,평일 오전,강서구 염창동
선생님388,여자,25,사회,주말 오전,강북구 미아동
선생님389,남자,26,"사회, 영어, 과학",평일 오후,강서구 염창동
선생님390,남자,26,"국어, 영어, 수학, 과학, 사회",주말 오전,강서구 염창동
선생님391,여자,22,"국어, 과학, 영어",주말 오후,강남구 신사동
선생님392,여자,30,"국어, 영어",평일 오후,강남구 논현1동
선생님393,여자,28,"국어, 사회, 과학",주말 오전,광진구 중곡1동
선생님394,남자,28,"수학, 국어, 사회, 영어",평일 오후,강동구 강일동
선생님395,여자,26,"영어, 수학, 사회",평일 오전,광진구 중곡1동
선생님396,여자,27,국어,평일 오전,관악구 은천동
선생님397,여자,25,"수학, 국어",평일 오전,강남구 신사동
선생님398,여자,30,"국어, 과학, 사회, 수학",평일 오전,강남구 청담동
선생님399,여자,20,수학,평일 오전,강북구 미아동
선생님400,여자,30,"과학, 영어",주말 오후,관악구 은천동
선생님401,여자,29,"사회, 영어, 과학, 수학, 국어",평일 오후,광진구 중곡1동
선생님402,남자,27,"국어, 과학, 영어, 수학",주말 오후,광진구 중곡1동
선생님403,남자,27,"국어, 과학, 사회",주말 오전,강남구 논현1동
선생님404,여자,28,"국어, 사회, 수학, 과학, 영어",주말 오전,관악구 은천동
선생님405,여자,21,"수학, 사회, 영어, 과학, 국어",평일 오후,강북구 미아동
선생님406,남자,24,사회,평일 오전,광진구 중곡1동
선생님407,남자,30,"수학, 사회, 과학",주말 오전,강남구 논현1동
선생님408,남자,24,"수학, 국어, 영어",평일 오전,강남구 논현1동
선생님409,여자,20,"수학, 사회, 영어, 국어, 과학",주말 오전,강동구 강일동
선생님410,여자,29,"수학, 과학, 사회",주말 오전,강남구 논현1동
선생님411,남자,29,과학,평일 오후,강동구 강일동
선생님412,남자,29,영어,주말 오전,강서구 염창동
선생님413,여자,26,"사회, 영어, 국어, 과학",평일 오후,강남구 청담동
선생님414,남자,23,"국어, 사회, 영어, 수학",주말 오후,관악구 은천동
선생님415,여자,30,"사회, 과학",주말 오전,강서구 염창동
선생님416,남자,26,"수학, 사회, 국어, 과학",평일 오전,강북구 미아동
선생님417,여자,21,"과학, 수학, 영어",주말 오후,강남구 논현1동
선생님418,여자,22,"과학, 사회, 수학, 국어",주말 오전,광진구 중곡1동
선생님419,남자,29,"영어, 수학, 국어",주말 오전,강남구 신사동
선생님420,여자,25,"사회, 국어",평일 오전,관악구 은천동
선생님421,남자,23,"과학, 국어, 사회, 수학",주말 오후,강동구 강일동
선생님422,여자,24,영어,주말 오후,강남구 청담동
선생님423,남자,30,"과학, 국어",주말 오전,강남구 청담동
선생님424,여자,24,"국어, 수학, 사회",평일 오전,광진구 중곡1동
선생님425,남자,27,"국어, 영어, 사회, 수학, 과학",주말 오후,광진구 중곡1동
선생님426,여자,23,"국어, 과학, 영어, 수학, 사회",주말 오전,강북구 미아동
선생님427,남자,22,"과학, 사회, 수학",평일 오후,관악구 은천동
선생님428,남자,30,영어,평일 오전,강북구 미아동
선생님429,남자,30,"과학, 영어, 사회, 국어",주말 오전,강남구 신사동
선생님430,여자,26,"영어, 과학, 사회, 국어, 수학",평일 오후,강북구 미아동
선생님431,남자,28,과학,평일 오전,강북구 미아동
선생님432,남자,22,영어,평일 오전,광진구 중곡1동
선생님433,여자,23,사회,주말 오전,강북구 미아동
선생님434,남자,28,"과학, 국어, 수학",주말 오후,광진구 중곡1동
선생님435,남자,24,"수학, 영어",평일 오후,광진구 중곡1동
선생님436,여자,25,"과학, 국어, 사회, 영어, 수학",평일 오후,강남구 청담동
선생님437,남자,29,수학,평일 오후,광진구 중곡1동
선생님438,여자,21,"사회, 영어, 국어, 수학",평일 오전,강동구 강일동
선생님439,여자,25,"과학, 수학, 사회, 영어, 국어",주말 오후,관악구 은천동
선생님440,남자,29,수학,주말 오후,관악구 은천동
선생님441,여자,22,"사회, 국어",평일 오후,광진구 중곡1동
선생님442,남자,30,"사회, 국어, 수학, 영어, 과학",평일 오후,강서구 염창동
선생님443,여자,21,"국어, 과학, 사회, 수학",평일 오후,관악구 은천동
선생님444,여자,29,"수학, 사회, 국어, 과학, 영어",평일 오후,광진구 중곡1동
선생님445,남자,26,사회,주말 오후,광진구 중곡1동
선생님446,남자,25,"영어, 사회, 과학",주말 오후,광진구 중곡1동
선생님447,남자,24,"사회, 수학, 영어",주말 오전,강동구 강일동
선생님448,여자,23,"수학, 영어, 사회, 과학, 국어",주말 오후,강남구 신사동
선생님449,남자,29,"수학, 과학, 사회, 국어, 영어",주말 오후,강남구 논현1동
선생님450,여자,21,"과학, 영어, 수학, 국어",평일 오전,강북구 미아동
선생님451,여자,23,"영어, 사회, 국어, 수학, 과학",평일 오후,강남구 신사동
선생님452,여자,27,"국어, 영어, 과학, 사회, 수학",주말 오후,강남구 논현1동
선생님453,여자,29,"과학, 영어, 수학, 국어",주말 오전,강남구 논현1동
선생님454,남자,27,영어,주말 오전,강남구 청담동
선생님455,남자,30,"영어, 사회, 과학, 수학, 국어",평일 오후,광진구 중곡1동
선생님456,남자,24,국어,주말 오전,강남구 청담동
선생님457,여자,20,"영어, 과학, 사회, 국어",주말 오전,강남구 논현1동
선생님458,남자,25,"수학, 국어, 과학, 사회, 영어",평일 오전,강남구 청담동
선생님459,여자,29,사회,평일 오후,강남구 청담동
선생님460,남자,26,"사회, 영어, 과학, 국어, 수학",주말 오전,광진구 중곡1동
선생님461,여자,30,수학,평일 오전,관악구 은천동
선생님462,남자,25,영어,평일 오후,강동구 강일동
선생님463,남자,26,"사회, 과학, 수학",평일 오전,강남구 논현1동
선생님464,남자,22,"국어, 수학, 과학",주말 오전,광진구 중곡1동
선생님465,남자,26,과학,평일 오후,강동구 강일동
선생님466,여자,29,"과학, 사회, 국어, 수학",평일 오후,강서구 염창동
선생님467,남자,21,"수학, 사회, 영어, 국어",평일 오전,강남구 논현1동
선생님468,여자,22,"과학, 사회, 영어, 국어, 수학",평일 오전,강동구 강일동
선생님469,남자,21,"수학, 사회, 과학, 국어",주말 오전,강서구 염창동
선생님470,남자,25,"국어, 사회, 과학, 영어",주말 오전,강남구 청담동
선생님471,여자,22,"영어, 사회",주말 오전,관악구 은천동
선생님472,여자,24,"영어, 수학, 국어, 과학",주말 오후,광진구 중곡1동
선생님473,남자,22,"국어, 과학, 사회, 수학, 영어",주말 오후,강남구 신사동
선생님474,여자,23,"영어, 사회",평일 오후,강동구 강일동
선생님475,남자,28,"수학, 과학, 영어, 국어",평일 오전,강동구 강일동
선생님476,남자,20,"영어, 사회",평일 오전,강남구 논현1동
선생님477,여자,25,"과학, 사회",주말 오후,강동구 강일동
선생님478,여자,29,영어,평일 오후,강동구 강일동
선생님479,여자,27,"수학, 사회, 영어, 국어, 과학",평일 오후,강동구 강일동
선생님480,여자,29,"국어, 수학, 사회, 과학, 영어",평일 오후,강남구 논현1동
선생님481,남자,20,"영어, 수학",평일 오후,강남구 청담동
선생님482,남자,22,"영어, 사회",평일 오후,강북구 미아동
선생님483,남자,25,"과학, 국어, 영어, 사회",평일 오후,강남구 논현1동
선생님484,여자,26,"사회, 영어, 과학",평일 오후,강남구 청담동
선생님485,남자,23,국어,주말 오후,관악구 은천동
선생님486,남자,23,"영어, 국어, 수학, 과학, 사회",주말 오전,강남구 논현1동
선생님487,여자,26,"수학, 사회, 국어, 과학",평일 오전,관악구 은천동
선생님488,여자,21,"국어, 영어, 수학, 과학",평일 오후,강동구 강일동
선생님489,여자,21,"영어, 수학",주말 오전,관악구 은천동
선생님490,남자,24,"국어, 사회",주말 오전,관악구 은천동
선생님491,여자,27,수학,평일 오전,광진구 중곡1동
선생님492,남자,22,"국어, 수학, 과학, 영어",주말 오전,강남구 신사동
선생님493,남자,20,사회,평일 오후,강남구 신사동
선생님494,여자,30,"과학, 수학, 국어, 영어, 사회",주말 오전,강남구 청담동
선생님495,여자,22,"영어, 사회, 국어, 과학",평일 오전,강북구 미아동
선생님496,남자,27,과학,주말 오전,강남구 논현1동
선생님497,남자,24,"수학, 국어, 영어",평일 오전,강동구 강일동
선생님498,여자,28,국어,주말 오전,관악구 은천동
선생님499,여자,27,"사회, 국어",평일 오전,강남구 청담동
선생님500,남자,30,사회,평일 오전,강북구 미아동
선생님501,남자,30,"사회, 국어",평일 오전,강남구 논현1동
선생님502,남자,27,"국어, 수학, 사회, 과학, 영어",주말 오후,광진구 중곡1동
선생님503,남자,25,"국어, 사회, 과학, 수학",주말 오후,강동구 강일동
선생님504,여자,21,"사회, 과학, 수학, 국어",주말 오전,광진구 중곡1동
선생님505,여자,30,"국어, 사회, 영어, 과학, 수학",주말 오후,강북구 미아동
선생님506,남자,30,"사회, 과학, 수학, 영어",평일 오후,강서구 염창동
선생님507,여자,22,"영어, 과학, 국어, 수학, 사회",평일 오후,강동구 강일동
선생님508,여자,20,"국어, 사회, 수학",주말 오전,강서구 염창동
선생님509,남자,25,"과학, 사회",평일 오후,강남구 논현1동
선생님510,여자,25,"국어, 사회, 수학, 과학",주말 오전,강동구 강일동
선생님511,남자,27,"과학, 영어, 수학",평일 오전,강남구 논현1동
선생님512,여자,25,"사회, 수학",주말 오후,강남구 신사동
선생님513,여자,20,"사회, 수학, 과학, 국어, 영어",주말 오후,광진구 중곡1동
선생님514,남자,23,국어,주말 오후,강남구 신사동
선생님515,남자,27,"과학, 사회, 국어",주말 오전,강남구 신사동
선생님516,여자,23,수학,주말 오전,강남구 청담동
선생님517,남자,28,"수학, 국어, 과학, 영어",평일 오후,강남구 신사동
선생님518,남자,25,"과학, 국어",주말 오후,강북구 미아동
선생님519,여자,28,과학,평일 오후,관악구 은천동
선생님520,여자,22,"과학, 수학",주말 오전,강남구 논현1동
선생님521,여자,21,"국어, 영어, 수학, 과학",주말 오후,강남구 논현1동
선생님522,여자,24,"사회, 영어",평일 오후,강북구 미아동
선생님523,남자,25,"국어, 영어, 사회",평일 오후,강남구 청담동
선생님524,여자,26,수학,평일 오후,강남구 논현1동
선생님525,남자,30,"과학, 수학, 사회",주말 오후,관악구 은천동
선생님526,여자,29,"사회, 과학",주말 오후,관악구 은천동
선생님527,여자,27,"과학, 영어, 국어, 사회",주말 오후,강남구 청담동
선생님528,남자,20,"수학, 국어, 사회",주말 오후,강남구 신사동
선생님529,남자,22,"사회, 국어, 수학, 과학",평일 오후,강남구 청담동
선생님530,남자,30,"사회, 과학, 국어, 수학, 영어",주말 오전,강동구 강일동
선생님531,여자,30,"과학, 수학",평일 오후,강서구 염창동
선생님532,여자,29,"사회, 과학, 국어, 영어",평일 오전,강북구 미아동
선생님533,남자,20,"영어, 국어, 사회, 수학",주말 오전,강북구 미아동
선생님534,남자,26,"과학, 영어, 사회",주말 오후,광진구 중곡1동
선생님535,남자,30,과학,주말 오후,광진구 중곡1동
선생님536,여자,30,"영어, 국어, 수학, 사회",평일 오후,광진구 중곡1동
선생님537,여자,24,"영어, 과학, 국어, 사회",주말 오후,광진구 중곡1동
선생님538,여자,30,"사회, 영어",평일 오후,강북구 미아동
선생님539,남자,26,"과학, 수학, 사회, 영어",주말 오후,강남구 논현1동
선생님540,여자,27,"사회, 과학, 국어",평일 오후,강동구 강일동
선생님541,여자,22,"국어, 영어",평일 오전,강남구 신사동
선생님542,남자,22,"과학, 국어, 수학, 사회",평일 오전,강서구 염창동
선생님543,여자,23,"영어, 과학, 사회, 국어, 수학",주말 오후,강동구 강일동
선생님544,남자,23,영어,주말 오전,강동구 강일동
선생님545,여자,24,"사회, 국어, 영어, 과학",평일 오후,강동구 강일동
선생님546,남자,27,과학,주말 오후,강남구 신사동
선생님547,남자,27,"국어, 영어",주말 오전,강남구 청담동
선생님548,남자,30,"국어, 영어",주말 오전,관악구 은천동
선생님549,남자,26,"수학, 과학, 국어, 사회, 영어",평일 오전,강남구 청담동
선생님550,남자,26,"국어, 수학, 과학",주말 오후,관악구 은천동
선생님551,여자,23,국어,주말 오전,강북구 미아동
선생님552,여자,25,"국어, 영어",주말 오전,강남구 논현1동
